seqid	geneID	source	type_gene	start_gene	end_gene	score_gene	strand_gene	phase_gene	attributes_gene	nchildrenhit	Program_code_geneID	childnames_hit	childnames_protein_hit	Prog_single_hits	childnames_NLRtracker	children_Status_Ntr	children_Domain	children_DomainSimpl	children_Subclass_p	Status_Ntr_cons	Domain_cons	DomainSimpl_cons	Subclass_p_cons	exclusive_MLKL	childnames_hmmer	children_profiles	profile_combi_cons	nonLRR_profile	childnames_NLRannotator	annotNLR	nRegions	NLRtrackerhit	hmmerhit	NLRannotatorhit	inNLRannotatoronlyregion	priority_geneID	priority_note
CP002684.1	gene-AT1G13910	Genbank	gene	4755777	4758076	.	+	.	ID=gene-AT1G13910;Dbxref=Araport:AT1G13910,TAIR:AT1G13910;Name=AT1G13910;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F16A14.12,F16A14_12;locus_tag=AT1G13910	2	2	rna-gnl|JCVI|mRNA.AT1G13910.1;rna-gnl|JCVI|mRNA.AT1G13910.2	AEE29082.1;ANM60794.1	2;2										NA	rna-gnl|JCVI|mRNA.AT1G13910.1;rna-gnl|JCVI|mRNA.AT1G13910.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G14390	Genbank	gene	4924037	4926914	.	+	.	ID=gene-AT1G14390;Dbxref=Araport:AT1G14390,TAIR:AT1G14390;Name=AT1G14390;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F14L17.16,F14L17_16;locus_tag=AT1G14390	1	2	rna-gnl|JCVI|mRNA.AT1G14390.1	AEE29157.2	2										NA	rna-gnl|JCVI|mRNA.AT1G14390.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G15740	Genbank	gene	5410908	5414919	.	+	.	ID=gene-AT1G15740;Dbxref=Araport:AT1G15740,TAIR:AT1G15740;Name=AT1G15740;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F7H2.8,F7H2_8;locus_tag=AT1G15740	1	2	rna-gnl|JCVI|mRNA.AT1G15740.1	AEE29355.1	2										NA	rna-gnl|JCVI|mRNA.AT1G15740.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G15890	Genbank	gene	5461309	5464241	.	+	.	ID=gene-AT1G15890;Dbxref=Araport:AT1G15890,TAIR:AT1G15890;Name=AT1G15890;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F7H2.22,F7H2_22;locus_tag=AT1G15890	2	7	rna-gnl|JCVI|mRNA.AT1G15890.1;rna-gnl|JCVI|mRNA.AT1G15890.2	AEE29380.1;ANM60694.1	7;7	rna-gnl|JCVI|mRNA.AT1G15890.1;rna-gnl|JCVI|mRNA.AT1G15890.2	NLR;NLR	(NBARC)(LRR);(NBARC)(LRR)	NL;NL	CC-NLR or CCR-NLR or CCG10-NLR;CC-NLR or CCR-NLR or CCG10-NLR	NLR	(NBARC)(LRR)	NL	CC-NLR or CCR-NLR or CCG10-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G15890.1;rna-gnl|JCVI|mRNA.AT1G15890.2	NL;NL	NL	1	rna-gnl|JCVI|mRNA.AT1G15890.1;rna-gnl|JCVI|mRNA.AT1G15890.2	CP002684.1_nlr_3:5461936-5463931	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G16930	Genbank	gene	5789679	5791752	.	+	.	ID=gene-AT1G16930;Dbxref=Araport:AT1G16930,TAIR:AT1G16930;Name=AT1G16930;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F17F16.22;locus_tag=AT1G16930	3	2	rna-gnl|JCVI|mRNA.AT1G16930.1;rna-gnl|JCVI|mRNA.AT1G16930.3;rna-gnl|JCVI|mRNA.AT1G16930.2	AEE29523.1;ANM60465.1;ANM60466.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G16930.1;rna-gnl|JCVI|mRNA.AT1G16930.3;rna-gnl|JCVI|mRNA.AT1G16930.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G16940	Genbank	gene	5791983	5793491	.	+	.	ID=gene-AT1G16940;Dbxref=Araport:AT1G16940,TAIR:AT1G16940;Name=AT1G16940;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F17F16.21;locus_tag=AT1G16940	1	2	rna-gnl|JCVI|mRNA.AT1G16940.1	AEE29524.1	2										NA	rna-gnl|JCVI|mRNA.AT1G16940.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G17230	Genbank	gene	5890616	5895141	.	+	.	ID=gene-AT1G17230;Dbxref=Araport:AT1G17230,TAIR:AT1G17230;Name=AT1G17230;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F20D23.7,F20D23_7;locus_tag=AT1G17230	3	2	rna-gnl|JCVI|mRNA.AT1G17230.3;rna-gnl|JCVI|mRNA.AT1G17230.1;rna-gnl|JCVI|mRNA.AT1G17230.2	ANM60624.1;AEE29561.1;ANM60625.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G17230.3;rna-gnl|JCVI|mRNA.AT1G17230.1;rna-gnl|JCVI|mRNA.AT1G17230.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G17240	Genbank	gene	5896385	5898931	.	-	.	ID=gene-AT1G17240;Dbxref=Araport:AT1G17240,TAIR:AT1G17240;Name=RLP2;Note=Encodes a CLAVATA2 (CLV2)-related gene. Complements the clv2 mutant when expressed under the control of the CLV2 promoter.;gbkey=Gene;gene=RLP2;gene_biotype=protein_coding;gene_synonym=AtRLP2,F20D23.6,F20D23_6,receptor like protein 2;locus_tag=AT1G17240	2	2	rna-gnl|JCVI|mRNA.AT1G17240.1;rna-gnl|JCVI|mRNA.AT1G17240.2	AEE29563.1;ANM58526.1	2;2										NA	rna-gnl|JCVI|mRNA.AT1G17240.1;rna-gnl|JCVI|mRNA.AT1G17240.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G17250	Genbank	gene	5901169	5903439	.	-	.	ID=gene-AT1G17250;Dbxref=Araport:AT1G17250,TAIR:AT1G17250;Name=RLP3;gbkey=Gene;gene=RLP3;gene_biotype=protein_coding;gene_synonym=AtRLP3,F20D23.5,F20D23_5,receptor like protein 3,RESISTANCE TO FUSARIUM OXYSPORUM 2,RFO2;locus_tag=AT1G17250	1	2	rna-gnl|JCVI|mRNA.AT1G17250.1	AEE29564.1	2										NA	rna-gnl|JCVI|mRNA.AT1G17250.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G17590	Genbank	gene	6050164	6052628	.	-	.	ID=gene-AT1G17590;Dbxref=Araport:AT1G17590,TAIR:AT1G17590;Name=NF-YA8;gbkey=Gene;gene=NF-YA8;gene_biotype=protein_coding;gene_synonym=''nuclear factor Y,F1L3.29,F1L3_29,nuclear factor Y,subunit A8,subunit A8'';locus_tag=AT1G17590	4	4	rna-gnl|JCVI|mRNA.AT1G17590.1;rna-gnl|JCVI|mRNA.AT1G17590.2;rna-gnl|JCVI|mRNA.AT1G17590.3;rna-gnl|JCVI|mRNA.AT1G17590.4	AEE29608.1;AEE29609.1;AEE29610.1;AEE29611.1	4;4;4;4										NA				-999	rna-gnl|JCVI|mRNA.AT1G17590.1;rna-gnl|JCVI|mRNA.AT1G17590.2;rna-gnl|JCVI|mRNA.AT1G17590.3;rna-gnl|JCVI|mRNA.AT1G17590.4	CP002684.1_nlr_55:6051729-6056542	1	FALSE	FALSE	TRUE	FALSE	low	notinNLRannotatoronlyregion
CP002684.1	gene-AT1G17600	Genbank	gene	6052936	6058114	.	-	.	ID=gene-AT1G17600;Dbxref=Araport:AT1G17600,TAIR:AT1G17600;Name=AT1G17600;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F1L3.30,F1L3_30;locus_tag=AT1G17600	1	7	rna-gnl|JCVI|mRNA.AT1G17600.1	AEE29612.1	7	rna-gnl|JCVI|mRNA.AT1G17600.1	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G17600.1	TNL	TNL	1	rna-gnl|JCVI|mRNA.AT1G17600.1	CP002684.1_nlr_55:6051729-6056542	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G17610	Genbank	gene	6054922	6058357	.	+	.	ID=gene-AT1G17610;Dbxref=Araport:AT1G17610,TAIR:AT1G17610;Name=AT1G17610;Note=Mutant accumulates steryl-esters at low temperature.;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=CHILLING SENSITIVE 1,CHS1,F11A6.20,F11A6_20;locus_tag=AT1G17610	2	7	rna-gnl|JCVI|mRNA.AT1G17610.1;rna-gnl|JCVI|mRNA.AT1G17610.2	AEE29613.1;ANM59197.1	7;7	rna-gnl|JCVI|mRNA.AT1G17610.1;rna-gnl|JCVI|mRNA.AT1G17610.2	NLR;NLR	(TIR)(NBARC);(TIR)(NBARC)	TN;TN	TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)	TN	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G17610.1;rna-gnl|JCVI|mRNA.AT1G17610.2	TN;TN	TN	1	rna-gnl|JCVI|mRNA.AT1G17610.1;rna-gnl|JCVI|mRNA.AT1G17610.2	CP002684.1_nlr_4:6057116-6058040	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G17615	Genbank	gene	6059389	6060851	.	+	.	ID=gene-AT1G17615;Dbxref=Araport:AT1G17615,TAIR:AT1G17615;Name=AT1G17615;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F1L3.31,F1L3_31;locus_tag=AT1G17615	1	7	rna-gnl|JCVI|mRNA.AT1G17615.1	AEE29614.1	7	rna-gnl|JCVI|mRNA.AT1G17615.1	NLR	(TIR)(NBARC)	TN	TIR-NLR	NLR	(TIR)(NBARC)	TN	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G17615.1	TN	TN	1	rna-gnl|JCVI|mRNA.AT1G17615.1	CP002684.1_nlr_5:6059479-6060532	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G17750	Genbank	gene	6106323	6110120	.	+	.	ID=gene-AT1G17750;Dbxref=Araport:AT1G17750,TAIR:AT1G17750;Name=PEPR2;Note=Encodes PEPR2%2C a plasma membrane leucine-rich repeat receptor kinase functioning as a receptor for the Pep1 and Pep2 peptides. Pep1 and Pep2 are amino acids that induce the transcription of defense-related genes.;gbkey=Gene;gene=PEPR2;gene_biotype=protein_coding;gene_synonym=AtPEPR2,F11A6.9,F11A6_9,PEP1 receptor 2,PEP1 RECEPTOR 2;locus_tag=AT1G17750	1	2	rna-gnl|JCVI|mRNA.AT1G17750.1	AEE29632.1	2										NA	rna-gnl|JCVI|mRNA.AT1G17750.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G19410	Genbank	gene	6714492	6716439	.	-	.	ID=gene-AT1G19410;Dbxref=Araport:AT1G19410,TAIR:AT1G19410;Name=AT1G19410;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F18O14.17,F18O14_17;locus_tag=AT1G19410	1	2	rna-gnl|JCVI|mRNA.AT1G19410.1	AEE29850.1	2										NA	rna-gnl|JCVI|mRNA.AT1G19410.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G21410	Genbank	gene	7496998	7499616	.	+	.	ID=gene-AT1G21410;Dbxref=Araport:AT1G21410,TAIR:AT1G21410;Name=SKP2A;Note=AtSKP2%3B1 is a homolog of human SKP2%2C the human F-box protein that recruits E2F1. Contains an F-box motif at the N-terminal region and a C-terminal Leu-rich repeat domain. Forms part of an E3-ubiquitin-ligase SCF (Skp1%2C cullin%2C F-box) complex and recruits phosphorylated AtE2Fc%2C a transcriptional factor that might play a role in cell division and during the transition from skotomorphogenesis to photomorphogenesis. AtSKP2%3B1 (At1g21410) and AtSKP2%3B2 (At1g77000) may be duplicated genes.;gbkey=Gene;gene=SKP2A;gene_biotype=protein_coding;gene_synonym=F24J8.5,F24J8_5;locus_tag=AT1G21410	2	2	rna-gnl|JCVI|mRNA.AT1G21410.1;rna-gnl|JCVI|mRNA.AT1G21410.2	AEE30100.1;ANM58718.1	2;2										NA	rna-gnl|JCVI|mRNA.AT1G21410.1;rna-gnl|JCVI|mRNA.AT1G21410.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G21990	Genbank	gene	7740530	7742106	.	-	.	ID=gene-AT1G21990;Dbxref=Araport:AT1G21990,TAIR:AT1G21990;Name=AT1G21990;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F2E2.2,F2E2_2;locus_tag=AT1G21990	1	2	rna-gnl|JCVI|mRNA.AT1G21990.1	AEE30182.1	2										NA	rna-gnl|JCVI|mRNA.AT1G21990.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G22000	Genbank	gene	7744094	7745744	.	+	.	ID=gene-AT1G22000;Dbxref=Araport:AT1G22000,TAIR:AT1G22000;Name=AT1G22000;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F2E2.4,F2E2_4;locus_tag=AT1G22000	1	2	rna-gnl|JCVI|mRNA.AT1G22000.1	AEE30183.2	2										NA	rna-gnl|JCVI|mRNA.AT1G22000.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G24650	Genbank	gene	8734570	8737315	.	+	.	ID=gene-AT1G24650;Dbxref=Araport:AT1G24650,TAIR:AT1G24650;Name=AT1G24650;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F5A9.23;locus_tag=AT1G24650	1	2	rna-gnl|JCVI|mRNA.AT1G24650.1	AEE30556.1	2										NA	rna-gnl|JCVI|mRNA.AT1G24650.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G25320	Genbank	gene	8877790	8880388	.	+	.	ID=gene-AT1G25320;Dbxref=Araport:AT1G25320,TAIR:AT1G25320;Name=AT1G25320;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F4F7.29,F4F7_29;locus_tag=AT1G25320	1	2	rna-gnl|JCVI|mRNA.AT1G25320.1	AEE30606.1	2										NA	rna-gnl|JCVI|mRNA.AT1G25320.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G26890	Genbank	gene	9317589	9319246	.	+	.	ID=gene-AT1G26890;Dbxref=Araport:AT1G26890,TAIR:AT1G26890;Name=AT1G26890;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T2P11.8,T2P11_8;locus_tag=AT1G26890	5	2	rna-gnl|JCVI|mRNA.AT1G26890.3;rna-gnl|JCVI|mRNA.AT1G26890.2;rna-gnl|JCVI|mRNA.AT1G26890.5;rna-gnl|JCVI|mRNA.AT1G26890.4;rna-gnl|JCVI|mRNA.AT1G26890.1	ANM60572.1;ANM60573.1;ANM60574.1;ANM60575.1;AEE30755.1	2;2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G26890.3;rna-gnl|JCVI|mRNA.AT1G26890.2;rna-gnl|JCVI|mRNA.AT1G26890.5;rna-gnl|JCVI|mRNA.AT1G26890.4;rna-gnl|JCVI|mRNA.AT1G26890.1	L;L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G27170	Genbank	gene	9433393	9439417	.	+	.	ID=gene-AT1G27170;Dbxref=Araport:AT1G27170,TAIR:AT1G27170;Name=AT1G27170;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T7N9.23,T7N9_23;locus_tag=AT1G27170	2	7	rna-gnl|JCVI|mRNA.AT1G27170.1;rna-gnl|JCVI|mRNA.AT1G27170.2	AEE30789.1;AEE30790.1	7;7	rna-gnl|JCVI|mRNA.AT1G27170.1;rna-gnl|JCVI|mRNA.AT1G27170.2	NLR;NLR	(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)	TNL;TNL	TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G27170.1;rna-gnl|JCVI|mRNA.AT1G27170.2	TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT1G27170.1;rna-gnl|JCVI|mRNA.AT1G27170.2	CP002684.1_nlr_6:9434753-9438563	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G27180	Genbank	gene	9439653	9446223	.	+	.	ID=gene-AT1G27180;Dbxref=Araport:AT1G27180,TAIR:AT1G27180;Name=AT1G27180;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T7N9.24,T7N9_24;locus_tag=AT1G27180	8	7	rna-gnl|JCVI|mRNA.AT1G27180.1;rna-gnl|JCVI|mRNA.AT1G27180.6;rna-gnl|JCVI|mRNA.AT1G27180.7;rna-gnl|JCVI|mRNA.AT1G27180.4;rna-gnl|JCVI|mRNA.AT1G27180.5;rna-gnl|JCVI|mRNA.AT1G27180.2;rna-gnl|JCVI|mRNA.AT1G27180.3;rna-gnl|JCVI|mRNA.AT1G27180.8	AEE30791.1;ANM60257.1;ANM60258.1;ANM60259.1;ANM60260.1;ANM60261.1;ANM60262.1;ANM60263.1	7;7;7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT1G27180.1;rna-gnl|JCVI|mRNA.AT1G27180.6;rna-gnl|JCVI|mRNA.AT1G27180.7;rna-gnl|JCVI|mRNA.AT1G27180.4;rna-gnl|JCVI|mRNA.AT1G27180.5;rna-gnl|JCVI|mRNA.AT1G27180.2;rna-gnl|JCVI|mRNA.AT1G27180.3;rna-gnl|JCVI|mRNA.AT1G27180.8	NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(TIR)(NBARC)(LRR);(NBARC)(LRR);(NBARC)(LRR);(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)	TTNL;NL;NL;NL;TNL;TNL;TNL;TNL	TIR-NLR;UNDETERMINED;UNDETERMINED;UNDETERMINED;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G27180.1;rna-gnl|JCVI|mRNA.AT1G27180.6;rna-gnl|JCVI|mRNA.AT1G27180.7;rna-gnl|JCVI|mRNA.AT1G27180.4;rna-gnl|JCVI|mRNA.AT1G27180.5;rna-gnl|JCVI|mRNA.AT1G27180.2;rna-gnl|JCVI|mRNA.AT1G27180.3;rna-gnl|JCVI|mRNA.AT1G27180.8	TNL;NL;NL;NL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT1G27180.1;rna-gnl|JCVI|mRNA.AT1G27180.6;rna-gnl|JCVI|mRNA.AT1G27180.7;rna-gnl|JCVI|mRNA.AT1G27180.4;rna-gnl|JCVI|mRNA.AT1G27180.5;rna-gnl|JCVI|mRNA.AT1G27180.2;rna-gnl|JCVI|mRNA.AT1G27180.3;rna-gnl|JCVI|mRNA.AT1G27180.8	CP002684.1_nlr_7:9441340-9445168	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G27190	Genbank	gene	9446597	9449046	.	-	.	ID=gene-AT1G27190;Dbxref=Araport:AT1G27190,TAIR:AT1G27190;Name=AT1G27190;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T7N9.25,T7N9_25;locus_tag=AT1G27190	1	2	rna-gnl|JCVI|mRNA.AT1G27190.1	AEE30792.1	2										NA	rna-gnl|JCVI|mRNA.AT1G27190.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G28340	Genbank	gene	9939961	9943616	.	+	.	ID=gene-AT1G28340;Dbxref=Araport:AT1G28340,TAIR:AT1G28340;Name=RLP4;gbkey=Gene;gene=RLP4;gene_biotype=protein_coding;gene_synonym=AtRLP4,F3M18.23,F3M18_23,receptor like protein 4;locus_tag=AT1G28340	1	2	rna-gnl|JCVI|mRNA.AT1G28340.1	AEE30960.1	2										NA	rna-gnl|JCVI|mRNA.AT1G28340.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G28440	Genbank	gene	9996713	10000455	.	+	.	ID=gene-AT1G28440;Dbxref=Araport:AT1G28440,TAIR:AT1G28440;Name=HSL1;gbkey=Gene;gene=HSL1;gene_biotype=protein_coding;gene_synonym=F3M18.12,F3M18_12,HAESA-like 1;locus_tag=AT1G28440	1	2	rna-gnl|JCVI|mRNA.AT1G28440.1	AEE30977.1	2										NA	rna-gnl|JCVI|mRNA.AT1G28440.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G29720	Genbank	gene	10393659	10399873	.	-	.	ID=gene-AT1G29720;Dbxref=Araport:AT1G29720,TAIR:AT1G29720;Name=AT1G29720;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=CELLULOSE SYNTHASE LIKE D2,CLSD2,T3M22.6,T3M22_6;locus_tag=AT1G29720	1	2	rna-gnl|JCVI|mRNA.AT1G29720.1	AEE31121.1	2										NA	rna-gnl|JCVI|mRNA.AT1G29720.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G29730	Genbank	gene	10400564	10405913	.	-	.	ID=gene-AT1G29730;Dbxref=Araport:AT1G29730,TAIR:AT1G29730;Name=AT1G29730;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T3M22.3;locus_tag=AT1G29730	4	2	rna-gnl|JCVI|mRNA.AT1G29730.4;rna-gnl|JCVI|mRNA.AT1G29730.3;rna-gnl|JCVI|mRNA.AT1G29730.1;rna-gnl|JCVI|mRNA.AT1G29730.2	ANM60339.1;ANM60337.1;AEE31122.1;ANM60338.1	2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G29730.4;rna-gnl|JCVI|mRNA.AT1G29730.3;rna-gnl|JCVI|mRNA.AT1G29730.1;rna-gnl|JCVI|mRNA.AT1G29730.2	L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G29740	Genbank	gene	10407220	10413119	.	-	.	ID=gene-AT1G29740;Dbxref=Araport:AT1G29740,TAIR:AT1G29740;Name=AT1G29740;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F1N18.20,F1N18_20;locus_tag=AT1G29740	2	2	rna-gnl|JCVI|mRNA.AT1G29740.1;rna-gnl|JCVI|mRNA.AT1G29740.2	AEE31123.1;ANM58212.1	2;2										NA	rna-gnl|JCVI|mRNA.AT1G29740.1;rna-gnl|JCVI|mRNA.AT1G29740.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G29750	Genbank	gene	10413853	10420774	.	-	.	ID=gene-AT1G29750;Dbxref=Araport:AT1G29750,TAIR:AT1G29750;Name=RKF1;Note=Receptor-like serine/threonine kinase (RKF1). The putative extracellular domain of the RKF1 protein contains 13 tandem repeats of leucine-rich sequences. Expressed in early flower primordial%2C stamen%2C and pollen grains.;gbkey=Gene;gene=RKF1;gene_biotype=protein_coding;gene_synonym=F1N18.19,F1N18_19,receptor-like kinase in flowers 1,RECEPTOR-LIKE SERINE/THREONINE KINASE;locus_tag=AT1G29750	3	2	rna-gnl|JCVI|mRNA.AT1G29750.3;rna-gnl|JCVI|mRNA.AT1G29750.1;rna-gnl|JCVI|mRNA.AT1G29750.2	ANM59996.1;AEE31124.1;AEE31125.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G29750.3;rna-gnl|JCVI|mRNA.AT1G29750.1;rna-gnl|JCVI|mRNA.AT1G29750.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G31420	Genbank	gene	11249600	11253915	.	+	.	ID=gene-AT1G31420;Dbxref=Araport:AT1G31420,TAIR:AT1G31420;Name=FEI1;Note=Encodes a plasma membrane localized leucine-rich repeat receptor kinase that is involved in cell wall elongation. Loss of function mutations of FEI1 and FEI2 exhibit defects in root and hypocotyl cell elongation. Double mutants are defective in cell wall biosynthesis and have thick hypocotyls%2C and short%2C thick roots.;gbkey=Gene;gene=FEI1;gene_biotype=protein_coding;gene_synonym=FEI 1,FEI2,T8E3.2,T8E3_2;locus_tag=AT1G31420	3	2	rna-gnl|JCVI|mRNA.AT1G31420.2;rna-gnl|JCVI|mRNA.AT1G31420.1;rna-gnl|JCVI|mRNA.AT1G31420.3	AEE31354.1;AEE31353.1;ANM58217.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT1G31420.2;rna-gnl|JCVI|mRNA.AT1G31420.1;rna-gnl|JCVI|mRNA.AT1G31420.3	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002684.1	gene-AT1G31540	Genbank	gene	11288378	11293799	.	-	.	ID=gene-AT1G31540;Dbxref=Araport:AT1G31540,TAIR:AT1G31540;Name=AT1G31540;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T8E3.20,T8E3_20;locus_tag=AT1G31540	3	7	rna-gnl|JCVI|mRNA.AT1G31540.1;rna-gnl|JCVI|mRNA.AT1G31540.2;rna-gnl|JCVI|mRNA.AT1G31540.3	AEE31369.1;AEE31370.1;ANM57829.1	7;7;7	rna-gnl|JCVI|mRNA.AT1G31540.1;rna-gnl|JCVI|mRNA.AT1G31540.2;rna-gnl|JCVI|mRNA.AT1G31540.3	NLR;NLR;NLR	(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)	TNL;TNLJ;TNL	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT1G31540.1;rna-gnl|JCVI|mRNA.AT1G31540.2;rna-gnl|JCVI|mRNA.AT1G31540.3	TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT1G31540.1;rna-gnl|JCVI|mRNA.AT1G31540.2;rna-gnl|JCVI|mRNA.AT1G31540.3	CP002684.1_nlr_54:11290230-11293667	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002684.1	gene-AT1G32375	Genbank	gene	11678886	11680839	.	+	.	ID=gene-AT1G32375;Dbxref=Araport:AT1G32375,TAIR:AT1G32375;Name=AT1G32375;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT1G32375	2	2	rna-gnl|JCVI|mRNA.AT1G32375.1;rna-gnl|JCVI|mRNA.AT1G32375.2	AEE31474.1;ANM58515.1	2;2										NA	rna-gnl|JCVI|mRNA.AT1G32375.1;rna-gnl|JCVI|mRNA.AT1G32375.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
